chrom	chromStart	chromEnd	name	score	strand
chrX	98781800	98781900	N	1	+
chrX	98782100	98782200	N	1	+
chrX	98782250	98782350	N	1	+
chrX	98782650	98782750	N	1	+
chrX	98782750	98782850	N	1	+
chrX	98783350	98783450	N	1	+
chrX	98783550	98783650	N	1	+
chrX	98783700	98783800	N	1	+
chrX	98783800	98783900	N	1	+
chrX	98783900	98784000	N	1	+
chrX	98784000	98784100	N	1	+
chrX	98784150	98784250	N	1	+
chrX	98784400	98784500	N	1	+
chrX	98784550	98784650	N	1	+
chrX	98784850	98784950	N	1	+
chrX	98784950	98785050	N	1	+
chrX	98785050	98785150	N	1	+
chrX	98785200	98785300	N	1	+
chrX	98785350	98785450	N	1	+
chrX	98785450	98785550	N	1	+
chrX	98785600	98785700	N	1	+
chrX	98785750	98785850	N	1	+
chrX	98785850	98785950	N	1	+
chrX	98785950	98786050	N	1	+
chrX	98786150	98786250	N	1	+
chrX	98786400	98786500	N	1	+
chrX	98786500	98786600	N	1	+
chrX	98786600	98786700	N	1	+
chrX	98786750	98786850	N	1	+
chrX	98786850	98786950	N	1	+
chrX	98786950	98787050	N	1	+
chrX	98787050	98787150	N	1	+
chrX	98787500	98787600	N	1	+
chrX	98787750	98787850	N	1	+
chrX	98787950	98788050	N	1	+
chrX	98788150	98788250	N	1	+
chrX	98788250	98788350	N	1	+
chrX	98788400	98788500	N	1	+
chrX	98789000	98789100	N	1	+
chrX	98789150	98789250	N	1	+
chrX	98789250	98789350	N	1	+
chrX	98789350	98789450	N	1	+
chrX	98789500	98789600	N	1	+
chrX	98789650	98789750	N	1	+
chrX	98789750	98789850	N	1	+
chrX	98789950	98790050	N	1	+
chrX	98790050	98790150	N	1	+
chrX	98790300	98790400	N	1	+
chrX	98790550	98790650	N	1	+
chrX	98791200	98791300	N	1	+
chrX	98791650	98791750	N	1	+
chrX	98791750	98791850	N	1	+
chrX	98792150	98792250	N	1	+
chrX	98792250	98792350	N	1	+
chrX	98792350	98792450	N	1	+
chrX	98792700	98792800	N	1	+
chrX	98793000	98793100	N	1	+
chrX	98793150	98793250	N	1	+
chrX	98793350	98793450	N	1	+
chrX	98793500	98793600	N	1	+
chrX	98793600	98793700	N	1	+
chrX	98793750	98793850	N	1	+
chrX	98793850	98793950	N	1	+
chrX	98794050	98794150	N	1	+
chrX	98794200	98794300	N	1	+
chrX	98794400	98794500	N	1	+
chrX	98794600	98794700	N	1	+
chrX	98794850	98794950	N	1	+
chrX	98796500	98796600	N	1	+
chrX	98796700	98796800	N	1	+
chrX	98796800	98796900	N	1	+
chrX	98797350	98797450	N	1	+
chrX	98797450	98797550	N	1	+
chrX	98797900	98798000	N	1	+
chrX	98798100	98798200	N	1	+
chrX	98798450	98798550	N	1	+
chrX	98799250	98799350	N	1	+
chrX	98799850	98799950	N	1	+
chrX	98800250	98800350	N	1	+
chrX	98800400	98800500	N	1	+
chrX	98800700	98800800	N	1	+
chrX	98800800	98800900	N	1	+
chrX	98801000	98801100	N	1	+
chrX	98810400	98810500	N	1	+
chrX	98816050	98816150	N	1	+
chrX	98826200	98826300	N	1	+
chrX	98828700	98828800	N	1	+
chrX	98831500	98831600	N	1	+
chrX	98832200	98832300	N	1	+
chrX	98832400	98832500	N	1	+
chrX	98832500	98832600	N	1	+
chrX	98832600	98832700	N	1	+
chrX	98832700	98832800	N	1	+
chrX	98833350	98833450	N	1	+
chrX	98834600	98834700	N	1	+
chrX	98834700	98834800	N	1	+
chrX	98834800	98834900	N	1	+
chrX	98834950	98835050	N	1	+
chrX	98835250	98835350	N	1	+
chrX	98839800	98839900	N	1	+
chrX	98840250	98840350	N	1	+
chrX	98841750	98841850	N	1	+
chrX	98856200	98856300	N	1	+
chrX	98857150	98857250	N	1	+
chrX	98861800	98861900	N	1	+
chrX	98862050	98862150	N	1	+
chrX	98863500	98863600	N	1	+
chrX	98863900	98864000	N	1	+
chrX	98869450	98869550	N	1	+
chrX	98869550	98869650	N	1	+
chrX	98872250	98872350	N	1	+
chrX	98875450	98875550	N	1	+
chrX	98875600	98875700	N	1	+
chrX	98881250	98881350	N	1	+
chrX	98881650	98881750	N	1	+
chrX	98882200	98882300	N	1	+
chrX	98882550	98882650	N	1	+
chrX	98882950	98883050	N	1	+
chrX	98883600	98883700	N	1	+
chrX	98883850	98883950	N	1	+
chrX	98884550	98884650	N	1	+
chrX	98885300	98885400	N	1	+
chrX	98885450	98885550	N	1	+
chrX	98885700	98885800	N	1	+
chrX	98885850	98885950	N	1	+
chrX	98886100	98886200	N	1	+
chrX	98886350	98886450	N	1	+
chrX	98886450	98886550	N	1	+
chrX	98887550	98887650	N	1	+
chrX	98929300	98929400	N	1	+
chrX	98929500	98929600	N	1	+
chrX	98933100	98933200	N	1	+
chrX	98997300	98997400	N	1	+
chrX	99001600	99001700	N	1	+
chrX	99006950	99007050	N	1	+
chrX	99032850	99032950	N	1	+
chrX	99048250	99048350	N	1	+
chrX	99051600	99051700	N	1	+
chrX	99051700	99051800	N	1	+
chrX	99052350	99052450	N	1	+
chrX	99053450	99053550	N	1	+
chrX	99053850	99053950	N	1	+
chrX	99055900	99056000	N	1	+
chrX	99056150	99056250	N	1	+
chrX	99056600	99056700	N	1	+
chrX	99057600	99057700	N	1	+
chrX	99058550	99058650	N	1	+
chrX	99061350	99061450	N	1	+
chrX	99062700	99062800	N	1	+
chrX	99062900	99063000	N	1	+
chrX	99063000	99063100	N	1	+
chrX	99063400	99063500	N	1	+
chrX	99063500	99063600	N	1	+
chrX	99064000	99064100	N	1	+
chrX	99066450	99066550	N	1	+
chrX	99068100	99068200	N	1	+
chrX	99069100	99069200	N	1	+
chrX	99069300	99069400	N	1	+
chrX	99069400	99069500	N	1	+
chrX	99069700	99069800	N	1	+
chrX	99070700	99070800	N	1	+
chrX	99071200	99071300	N	1	+
chrX	99072150	99072250	N	1	+
chrX	99072350	99072450	N	1	+
chrX	99072700	99072800	N	1	+
chrX	99075550	99075650	N	1	+
chrX	99075800	99075900	N	1	+
chrX	99076300	99076400	N	1	+
chrX	99078600	99078700	N	1	+
chrX	99080250	99080350	N	1	+
chrX	99081250	99081350	N	1	+
chrX	99081350	99081450	N	1	+
chrX	99082350	99082450	N	1	+
chrX	99084300	99084400	N	1	+
chrX	99085350	99085450	N	1	+
chrX	99085850	99085950	N	1	+
chrX	99086800	99086900	N	1	+
chrX	99087150	99087250	N	1	+
chrX	99088000	99088100	N	1	+
chrX	99088800	99088900	N	1	+
chrX	99091100	99091200	N	1	+
chrX	99091200	99091300	N	1	+
chrX	99093200	99093300	N	1	+
chrX	99097100	99097200	N	1	+
chrX	99097900	99098000	N	1	+
chrX	99102700	99102800	N	1	+
chrX	99103750	99103850	N	1	+
chrX	99104800	99104900	N	1	+
chrX	99110250	99110350	N	1	+
chrX	99110350	99110450	N	1	+
chrX	99111250	99111350	N	1	+
chrX	99113550	99113650	N	1	+
chrX	99114200	99114300	N	1	+
chrX	99115150	99115250	N	1	+
chrX	99117200	99117300	N	1	+
chrX	99117350	99117450	N	1	+
chrX	99117800	99117900	N	1	+
chrX	99118200	99118300	N	1	+
chrX	99119450	99119550	N	1	+
chrX	99120350	99120450	N	1	+
chrX	99120950	99121050	N	1	+
chrX	99121900	99122000	N	1	+
chrX	99123750	99123850	N	1	+
chrX	99125800	99125900	N	1	+
chrX	99126150	99126250	N	1	+
chrX	99132450	99132550	N	1	+
chrX	99138150	99138250	N	1	+
chrX	99140400	99140500	N	1	+
chrX	99144000	99144100	N	1	+
chrX	99144300	99144400	N	1	+
chrX	99144700	99144800	N	1	+
chrX	99145000	99145100	N	1	+
chrX	99145300	99145400	N	1	+
chrX	99145550	99145650	N	1	+
chrX	99145750	99145850	N	1	+
chrX	99146750	99146850	N	1	+
chrX	99146850	99146950	N	1	+
chrX	99147000	99147100	N	1	+
chrX	99147600	99147700	N	1	+
chrX	99148000	99148100	N	1	+
chrX	99148150	99148250	N	1	+
chrX	99148850	99148950	N	1	+
chrX	99148950	99149050	N	1	+
chrX	99150350	99150450	N	1	+
chrX	99150600	99150700	N	1	+
chrX	99151050	99151150	N	1	+
chrX	99151650	99151750	N	1	+
chrX	99152600	99152700	N	1	+
chrX	99152750	99152850	N	1	+
chrX	99153700	99153800	N	1	+
chrX	99153950	99154050	N	1	+
chrX	99155800	99155900	N	1	+
chrX	99156050	99156150	N	1	+
chrX	99156450	99156550	N	1	+
chrX	99156550	99156650	N	1	+
chrX	99158650	99158750	N	1	+
chrX	99159000	99159100	N	1	+
chrX	99159900	99160000	N	1	+
chrX	99160500	99160600	N	1	+
chrX	99161100	99161200	N	1	+
chrX	99162600	99162700	N	1	+
chrX	99163150	99163250	N	1	+
chrX	99169250	99169350	N	1	+
chrX	99170500	99170600	N	1	+
chrX	99173050	99173150	N	1	+
chrX	99173150	99173250	N	1	+
chrX	99173350	99173450	N	1	+
chrX	99175400	99175500	N	1	+
chrX	99176000	99176100	N	1	+
chrX	99176100	99176200	N	1	+
chrX	99177500	99177600	N	1	+
chrX	99177700	99177800	N	1	+
chrX	99178600	99178700	N	1	+
chrX	99178700	99178800	N	1	+
chrX	99179400	99179500	N	1	+
chrX	99179500	99179600	N	1	+
chrX	99179650	99179750	N	1	+
chrX	99179900	99180000	N	1	+
chrX	99181200	99181300	N	1	+
chrX	99182000	99182100	N	1	+
chrX	99182550	99182650	N	1	+
chrX	99182750	99182850	N	1	+
chrX	99182900	99183000	N	1	+
chrX	99183900	99184000	N	1	+
chrX	99184600	99184700	N	1	+
chrX	99187450	99187550	N	1	+
chrX	99188450	99188550	N	1	+
chrX	99188850	99188950	N	1	+
chrX	99188950	99189050	N	1	+
chrX	99189950	99190050	N	1	+
chrX	99191550	99191650	N	1	+
chrX	99193450	99193550	N	1	+
chrX	99195700	99195800	N	1	+
chrX	99196300	99196400	N	1	+
chrX	99196750	99196850	N	1	+
chrX	99196850	99196950	N	1	+
chrX	99196950	99197050	N	1	+
chrX	99200200	99200300	N	1	+
chrX	99201850	99201950	N	1	+
chrX	99202300	99202400	N	1	+
chrX	99202450	99202550	N	1	+
chrX	99203650	99203750	N	1	+
chrX	99204200	99204300	N	1	+
chrX	99206000	99206100	N	1	+
chrX	99207500	99207600	N	1	+
chrX	99208550	99208650	N	1	+
chrX	99210250	99210350	N	1	+
chrX	99211000	99211100	N	1	+
chrX	99212700	99212800	N	1	+
chrX	99213150	99213250	N	1	+
chrX	99213950	99214050	N	1	+
chrX	99214050	99214150	N	1	+
chrX	99216900	99217000	N	1	+
chrX	99217300	99217400	N	1	+
chrX	99219300	99219400	N	1	+
chrX	99220300	99220400	N	1	+
chrX	99220500	99220600	N	1	+
chrX	99222850	99222950	N	1	+
chrX	99223700	99223800	N	1	+
chrX	99224850	99224950	N	1	+
chrX	99225150	99225250	N	1	+
chrX	99225400	99225500	N	1	+
chrX	99225900	99226000	N	1	+
chrX	99228100	99228200	N	1	+
chrX	99228300	99228400	N	1	+
chrX	99230550	99230650	N	1	+
chrX	99231900	99232000	N	1	+
chrX	99232500	99232600	N	1	+
chrX	99232600	99232700	N	1	+
chrX	99232850	99232950	N	1	+
chrX	99233450	99233550	N	1	+
chrX	99233850	99233950	N	1	+
chrX	99234700	99234800	N	1	+
chrX	99234850	99234950	N	1	+
chrX	99236150	99236250	N	1	+
chrX	99239150	99239250	N	1	+
chrX	99241300	99241400	N	1	+
chrX	99241450	99241550	N	1	+
chrX	99242250	99242350	N	1	+
chrX	99242500	99242600	N	1	+
chrX	99243150	99243250	N	1	+
chrX	99243400	99243500	N	1	+
chrX	99243750	99243850	N	1	+
chrX	99243850	99243950	N	1	+
chrX	99243950	99244050	N	1	+
chrX	99244050	99244150	N	1	+
chrX	99244200	99244300	N	1	+
chrX	99244300	99244400	N	1	+
chrX	99246250	99246350	N	1	+
chrX	99249050	99249150	N	1	+
chrX	99249200	99249300	N	1	+
chrX	99251500	99251600	N	1	+
chrX	99251600	99251700	N	1	+
chrX	99252100	99252200	N	1	+
chrX	99253650	99253750	N	1	+
chrX	99253850	99253950	N	1	+
chrX	99254000	99254100	N	1	+
chrX	99255050	99255150	N	1	+
chrX	99255300	99255400	N	1	+
chrX	99255500	99255600	N	1	+
chrX	99255900	99256000	N	1	+
chrX	99256100	99256200	N	1	+
chrX	99256250	99256350	N	1	+
chrX	99256400	99256500	N	1	+
chrX	99256500	99256600	N	1	+
chrX	99256950	99257050	N	1	+
chrX	99258100	99258200	N	1	+
chrX	99260350	99260450	N	1	+
chrX	99260950	99261050	N	1	+
chrX	99261050	99261150	N	1	+
chrX	99262100	99262200	N	1	+
chrX	99262650	99262750	N	1	+
chrX	99263000	99263100	N	1	+
chrX	99264650	99264750	N	1	+
chrX	99265050	99265150	N	1	+
chrX	99265750	99265850	N	1	+
chrX	99266050	99266150	N	1	+
chrX	99266150	99266250	N	1	+
chrX	99266400	99266500	N	1	+
chrX	99266500	99266600	N	1	+
chrX	99266600	99266700	N	1	+
chrX	99266750	99266850	N	1	+
chrX	99267050	99267150	N	1	+
chrX	99267250	99267350	N	1	+
chrX	99267750	99267850	N	1	+
chrX	99267850	99267950	N	1	+
chrX	99268600	99268700	N	1	+
chrX	99269600	99269700	N	1	+
chrX	99270150	99270250	N	1	+
chrX	99270350	99270450	N	1	+
chrX	99270450	99270550	N	1	+
chrX	99270600	99270700	N	1	+
chrX	99270900	99271000	N	1	+
chrX	99271450	99271550	N	1	+
chrX	99271850	99271950	N	1	+
chrX	99272350	99272450	N	1	+
chrX	99272550	99272650	N	1	+
chrX	99272850	99272950	N	1	+
chrX	99273450	99273550	N	1	+
chrX	99273800	99273900	N	1	+
chrX	99274250	99274350	N	1	+
chrX	99274750	99274850	N	1	+
chrX	99274900	99275000	N	1	+
chrX	99275050	99275150	N	1	+
chrX	99275450	99275550	N	1	+
chrX	99275600	99275700	N	1	+
chrX	99276000	99276100	N	1	+
chrX	99276300	99276400	N	1	+
chrX	99276500	99276600	N	1	+
chrX	99278900	99279000	N	1	+
chrX	99279150	99279250	N	1	+
chrX	99279450	99279550	N	1	+
chrX	99279550	99279650	N	1	+
chrX	99280650	99280750	N	1	+
chrX	99280900	99281000	N	1	+
chrX	99282450	99282550	N	1	+
chrX	99282850	99282950	N	1	+
chrX	99283050	99283150	N	1	+
chrX	99283750	99283850	N	1	+
chrX	99283900	99284000	N	1	+
chrX	99284800	99284900	N	1	+
chrX	99284900	99285000	N	1	+
chrX	99285650	99285750	N	1	+
chrX	99285850	99285950	N	1	+
chrX	99286050	99286150	N	1	+
chrX	99286500	99286600	N	1	+
chrX	99286600	99286700	N	1	+
chrX	99286800	99286900	N	1	+
chrX	99286900	99287000	N	1	+
chrX	99287000	99287100	N	1	+
chrX	99287300	99287400	N	1	+
chrX	99289000	99289100	N	1	+
chrX	99289300	99289400	N	1	+
chrX	99290300	99290400	N	1	+
chrX	99290400	99290500	N	1	+
chrX	99292700	99292800	N	1	+
chrX	99294700	99294800	N	1	+
chrX	99307150	99307250	N	1	+
chrX	99307350	99307450	N	1	+
chrX	99308750	99308850	N	1	+
chrX	99309150	99309250	N	1	+
chrX	99310450	99310550	N	1	+
chrX	99311300	99311400	N	1	+
chrX	99311400	99311500	N	1	+
chrX	99313450	99313550	N	1	+
chrX	99313700	99313800	N	1	+
chrX	99314100	99314200	N	1	+
chrX	99314850	99314950	N	1	+
chrX	99315000	99315100	N	1	+
chrX	99315850	99315950	N	1	+
chrX	99316000	99316100	N	1	+
chrX	99316150	99316250	N	1	+
chrX	99316300	99316400	N	1	+
chrX	99316500	99316600	N	1	+
chrX	99316800	99316900	N	1	+
chrX	99317500	99317600	N	1	+
chrX	99317900	99318000	N	1	+
chrX	99318200	99318300	N	1	+
chrX	99318550	99318650	N	1	+
chrX	99318750	99318850	N	1	+
chrX	99319000	99319100	N	1	+
chrX	99319100	99319200	N	1	+
chrX	99319300	99319400	N	1	+
chrX	99319400	99319500	N	1	+
chrX	99319550	99319650	N	1	+
chrX	99319650	99319750	N	1	+
chrX	99320250	99320350	N	1	+
chrX	99320550	99320650	N	1	+
chrX	99320650	99320750	N	1	+
chrX	99320900	99321000	N	1	+
chrX	99321050	99321150	N	1	+
chrX	99321200	99321300	N	1	+
chrX	99321300	99321400	N	1	+
chrX	99321650	99321750	N	1	+
chrX	99321750	99321850	N	1	+
chrX	99322200	99322300	N	1	+
chrX	99322500	99322600	N	1	+
chrX	99322600	99322700	N	1	+
chrX	99323000	99323100	N	1	+
chrX	99323200	99323300	N	1	+
chrX	99323350	99323450	N	1	+
chrX	99323550	99323650	N	1	+
chrX	99323700	99323800	N	1	+
chrX	99323800	99323900	N	1	+
chrX	99324100	99324200	N	1	+
chrX	99324850	99324950	N	1	+
chrX	99325000	99325100	N	1	+
chrX	99325650	99325750	N	1	+
chrX	99326050	99326150	N	1	+
chrX	99326200	99326300	N	1	+
chrX	99326550	99326650	N	1	+
chrX	99326850	99326950	N	1	+
chrX	99326950	99327050	N	1	+
chrX	99327350	99327450	N	1	+
chrX	99327450	99327550	N	1	+
chrX	99327750	99327850	N	1	+
chrX	99327850	99327950	N	1	+
chrX	99331350	99331450	N	1	+
chrX	99331600	99331700	N	1	+
chrX	99349950	99350050	N	1	+
chrX	99351050	99351150	N	1	+
chrX	99352050	99352150	N	1	+
chrX	99352600	99352700	N	1	+
chrX	99352800	99352900	N	1	+
chrX	99353050	99353150	N	1	+
chrX	99353700	99353800	N	1	+
chrX	99361050	99361150	N	1	+
chrX	99361250	99361350	N	1	+
chrX	99382800	99382900	N	1	+
chrX	99384050	99384150	N	1	+
chrX	99384150	99384250	N	1	+
chrX	99384400	99384500	N	1	+
chrX	99384500	99384600	N	1	+
chrX	99400150	99400250	N	1	+
chrX	99440100	99440200	N	1	+
chrX	99669200	99669300	N	1	+
chrX	99679600	99679700	N	1	+
chrX	99699900	99700000	N	1	+
chrX	99700300	99700400	N	1	+
chrX	99700400	99700500	N	1	+
chrX	99700650	99700750	N	1	+
chrX	99730250	99730350	N	1	+
chrX	99743950	99744050	N	1	+
chrX	99776300	99776400	N	1	+
chrX	99839600	99839700	N	1	+
chrX	99839850	99839950	N	1	+
chrX	99841350	99841450	N	1	+
chrX	99843250	99843350	N	1	+
chrX	99843800	99843900	N	1	+
chrX	99844350	99844450	N	1	+
chrX	99851500	99851600	N	1	+
chrX	99852150	99852250	N	1	+
chrX	100037150	100037250	N	1	+
chrX	100085950	100086050	N	1	+
chrX	100211600	100211700	N	1	+
chrX	100238550	100238650	N	1	+
chrX	100336100	100336200	N	1	+
chrX	100404850	100404950	N	1	+
chrX	100420200	100420300	N	1	+
chrX	100463200	100463300	N	1	+
chrX	100485050	100485150	N	1	+
chrX	100499200	100499300	N	1	+
chrX	100508550	100508650	N	1	+
chrX	100509150	100509250	N	1	+
chrX	100529150	100529250	N	1	+
chrX	100533300	100533400	N	1	+
chrX	100537200	100537300	N	1	+
chrX	100540650	100540750	N	1	+
chrX	100552000	100552100	N	1	+
chrX	100553250	100553350	N	1	+
chrX	100558000	100558100	N	1	+
chrX	100565300	100565400	N	1	+
chrX	100566100	100566200	N	1	+
chrX	100569700	100569800	N	1	+
chrX	100572600	100572700	N	1	+
chrX	100573550	100573650	N	1	+
chrX	100574550	100574650	N	1	+
chrX	100574650	100574750	N	1	+
chrX	100577300	100577400	N	1	+
chrX	100578400	100578500	N	1	+
chrX	100579550	100579650	N	1	+
chrX	100580900	100581000	N	1	+
chrX	100582950	100583050	N	1	+
chrX	100583850	100583950	N	1	+
chrX	100587650	100587750	N	1	+
chrX	100591550	100591650	N	1	+
chrX	100595250	100595350	N	1	+
chrX	100597100	100597200	N	1	+
chrX	100598050	100598150	N	1	+
chrX	100599750	100599850	N	1	+
chrX	100602700	100602800	N	1	+
chrX	100605950	100606050	N	1	+
chrX	100632150	100632250	N	1	+
chrX	100685150	100685250	N	1	+
chrX	100690000	100690100	N	1	+
chrX	100690150	100690250	N	1	+
chrX	100690500	100690600	N	1	+
chrX	100691300	100691400	N	1	+
chrX	100691400	100691500	N	1	+
chrX	100691600	100691700	N	1	+
chrX	100691700	100691800	N	1	+
chrX	100691800	100691900	N	1	+
chrX	100692100	100692200	N	1	+
chrX	100692250	100692350	N	1	+
chrX	100692350	100692450	N	1	+
chrX	100692550	100692650	N	1	+
chrX	100692650	100692750	N	1	+
chrX	100692750	100692850	N	1	+
chrX	100692900	100693000	N	1	+
chrX	100693300	100693400	N	1	+
chrX	100694350	100694450	N	1	+
chrX	100694550	100694650	N	1	+
chrX	100694800	100694900	N	1	+
chrX	100694950	100695050	N	1	+
chrX	100695100	100695200	N	1	+
chrX	100695300	100695400	N	1	+
chrX	100695550	100695650	N	1	+
chrX	100695650	100695750	N	1	+
chrX	100695750	100695850	N	1	+
chrX	100695850	100695950	N	1	+
chrX	100696200	100696300	N	1	+
chrX	100696300	100696400	N	1	+
chrX	100696400	100696500	N	1	+
chrX	100696500	100696600	N	1	+
chrX	100696900	100697000	N	1	+
chrX	100697000	100697100	N	1	+
chrX	100697350	100697450	N	1	+
chrX	100697500	100697600	N	1	+
chrX	100697600	100697700	N	1	+
chrX	100697700	100697800	N	1	+
chrX	100697800	100697900	N	1	+
chrX	100697950	100698050	N	1	+
chrX	100698150	100698250	N	1	+
chrX	100698550	100698650	N	1	+
chrX	100698950	100699050	N	1	+
chrX	100699200	100699300	N	1	+
chrX	100699400	100699500	N	1	+
chrX	100699650	100699750	N	1	+
chrX	100699850	100699950	N	1	+
chrX	100699950	100700050	N	1	+
chrX	100700100	100700200	N	1	+
chrX	100700700	100700800	N	1	+
chrX	100701350	100701450	N	1	+
chrX	100701750	100701850	N	1	+
chrX	100701850	100701950	N	1	+
chrX	100702100	100702200	N	1	+
chrX	100702250	100702350	N	1	+
chrX	100702450	100702550	N	1	+
chrX	100702550	100702650	N	1	+
chrX	100703150	100703250	N	1	+
chrX	100703350	100703450	N	1	+
chrX	100703500	100703600	N	1	+
chrX	100703600	100703700	N	1	+
chrX	100703800	100703900	N	1	+
chrX	100704100	100704200	N	1	+
chrX	100704250	100704350	N	1	+
chrX	100704550	100704650	N	1	+
chrX	100704650	100704750	N	1	+
chrX	100704950	100705050	N	1	+
chrX	100705050	100705150	N	1	+
chrX	100705550	100705650	N	1	+
chrX	100705700	100705800	N	1	+
chrX	100706050	100706150	N	1	+
chrX	100706300	100706400	N	1	+
chrX	100706400	100706500	N	1	+
chrX	100706650	100706750	N	1	+
chrX	100707200	100707300	N	1	+
chrX	100707450	100707550	N	1	+
chrX	100707550	100707650	N	1	+
chrX	100708050	100708150	N	1	+
chrX	100708150	100708250	N	1	+
chrX	100708250	100708350	N	1	+
chrX	100708450	100708550	N	1	+
chrX	100708850	100708950	N	1	+
chrX	100709200	100709300	N	1	+
chrX	100709300	100709400	N	1	+
chrX	100709800	100709900	N	1	+
chrX	100709900	100710000	N	1	+
chrX	100710050	100710150	N	1	+
chrX	100710300	100710400	N	1	+
chrX	100710500	100710600	N	1	+
chrX	100710650	100710750	N	1	+
chrX	100710900	100711000	N	1	+
chrX	100712000	100712100	N	1	+
chrX	100712300	100712400	N	1	+
chrX	100712500	100712600	N	1	+
chrX	100712950	100713050	N	1	+
chrX	100713050	100713150	N	1	+
chrX	100713200	100713300	N	1	+
chrX	100713350	100713450	N	1	+
chrX	100713550	100713650	N	1	+
chrX	100713800	100713900	N	1	+
chrX	100714250	100714350	N	1	+
chrX	100714350	100714450	N	1	+
chrX	100714850	100714950	N	1	+
chrX	100714950	100715050	N	1	+
chrX	100715050	100715150	N	1	+
chrX	100715200	100715300	N	1	+
chrX	100715400	100715500	N	1	+
chrX	100715500	100715600	N	1	+
chrX	100715950	100716050	N	1	+
chrX	100716050	100716150	N	1	+
chrX	100716250	100716350	N	1	+
chrX	100716350	100716450	N	1	+
chrX	100716650	100716750	N	1	+
chrX	100716800	100716900	N	1	+
chrX	100717450	100717550	N	1	+
chrX	100717750	100717850	N	1	+
chrX	100718200	100718300	N	1	+
chrX	100718450	100718550	N	1	+
chrX	100718600	100718700	N	1	+
chrX	100718750	100718850	N	1	+
chrX	100718850	100718950	N	1	+
chrX	100718950	100719050	N	1	+
chrX	100719100	100719200	N	1	+
chrX	100719300	100719400	N	1	+
chrX	100719900	100720000	N	1	+
chrX	100720050	100720150	N	1	+
chrX	100721600	100721700	N	1	+
chrX	100721700	100721800	N	1	+
chrX	100722200	100722300	N	1	+
chrX	100722650	100722750	N	1	+
chrX	100722800	100722900	N	1	+
chrX	100723600	100723700	N	1	+
chrX	100723700	100723800	N	1	+
chrX	100723950	100724050	N	1	+
chrX	100724400	100724500	N	1	+
chrX	100724750	100724850	N	1	+
chrX	100725300	100725400	N	1	+
chrX	100725550	100725650	N	1	+
chrX	100725650	100725750	N	1	+
chrX	100725800	100725900	N	1	+
chrX	100726050	100726150	N	1	+
chrX	100726250	100726350	N	1	+
chrX	100726750	100726850	N	1	+
chrX	100727050	100727150	N	1	+
chrX	100730350	100730450	N	1	+
chrX	100734450	100734550	N	1	+
chrX	100735750	100735850	N	1	+
chrX	100741050	100741150	N	1	+
chrX	100743650	100743750	N	1	+
chrX	100746900	100747000	N	1	+
chrX	100747100	100747200	N	1	+
chrX	100747200	100747300	N	1	+
chrX	100747650	100747750	N	1	+
chrX	100748000	100748100	N	1	+
chrX	100748100	100748200	N	1	+
chrX	100749100	100749200	N	1	+
chrX	100750400	100750500	N	1	+
chrX	100750550	100750650	N	1	+
chrX	100751100	100751200	N	1	+
chrX	100751250	100751350	N	1	+
chrX	100751350	100751450	N	1	+
chrX	100751650	100751750	N	1	+
chrX	100751850	100751950	N	1	+
chrX	100752150	100752250	N	1	+
chrX	100752650	100752750	N	1	+
chrX	100752750	100752850	N	1	+
chrX	100752900	100753000	N	1	+
chrX	100753000	100753100	N	1	+
chrX	100753200	100753300	N	1	+
chrX	100757300	100757400	N	1	+
chrX	100762500	100762600	N	1	+
chrX	100768450	100768550	N	1	+
chrX	100774500	100774600	N	1	+
chrX	100779900	100780000	N	1	+
chrX	100780000	100780100	N	1	+
chrX	100801050	100801150	N	1	+
chrX	100810700	100810800	N	1	+
chrX	100811250	100811350	N	1	+
chrX	100811550	100811650	N	1	+
chrX	100811650	100811750	N	1	+
chrX	100812100	100812200	N	1	+
chrX	100813450	100813550	N	1	+
chrX	100813550	100813650	N	1	+
chrX	100813700	100813800	N	1	+
chrX	100813900	100814000	N	1	+
chrX	100814300	100814400	N	1	+
chrX	100815950	100816050	N	1	+
chrX	100816400	100816500	N	1	+
chrX	100817050	100817150	N	1	+
chrX	100817200	100817300	N	1	+
chrX	100817400	100817500	N	1	+
chrX	100817500	100817600	N	1	+
chrX	100817600	100817700	N	1	+
chrX	100817900	100818000	N	1	+
chrX	100818250	100818350	N	1	+
chrX	100818350	100818450	N	1	+
chrX	100818600	100818700	N	1	+
chrX	100818900	100819000	N	1	+
chrX	100820400	100820500	N	1	+
chrX	100821100	100821200	N	1	+
chrX	100821750	100821850	N	1	+
chrX	100822050	100822150	N	1	+
chrX	100824400	100824500	N	1	+
chrX	100824500	100824600	N	1	+
chrX	100826600	100826700	N	1	+
chrX	100829750	100829850	N	1	+
chrX	100830100	100830200	N	1	+
chrX	100831050	100831150	N	1	+
chrX	100832200	100832300	N	1	+
chrX	100840100	100840200	N	1	+
chrX	100841250	100841350	N	1	+
chrX	100843100	100843200	N	1	+
chrX	100854700	100854800	N	1	+
chrX	100856650	100856750	N	1	+
chrX	100858300	100858400	N	1	+
chrX	100861650	100861750	N	1	+
chrX	100863400	100863500	N	1	+
chrX	100867900	100868000	N	1	+
chrX	100891100	100891200	N	1	+
chrX	100945150	100945250	N	1	+
chrX	101017500	101017600	N	1	+
chrX	101017800	101017900	N	1	+
chrX	101086350	101086450	N	1	+
chrX	101098300	101098400	N	1	+
