chr	start	end	strand
chr12	31291833	31292410	+
chr12	31572511	31596397	-
chr12	31759280	31769885	+
chr12	32012048	32036283	-
chr12	32036393	32037692	+
chr12	32163236	32184758	-
chr12	32183987	32185580	+
chr12	32272691	32339699	-
chr12	32319550	32321376	+
chr12	32339718	32640319	+
chr12	32599638	32746175	-
chr12	32702691	32703490	+
chr12	32746246	32746599	+
chr12	32795420	32796606	-
chr12	32846774	32893530	-
chr12	32893003	32900702	+
chr12	32976957	32977633	-
chr12	32976977	32977974	+
chr12	32990947	32992555	+
chr12	32990958	32992380	-
chr12	33060061	33070738	-
chr12	33063536	33075717	+
chr12	33143471	33145350	+
chr12	33504030	33508399	-
chr12	33505344	33543411	+
chr12	33541199	33541896	-
chr12	33628901	33639380	-
chr12	33637532	33669474	+
chr12	33795757	33796055	+
chr12	33832602	34064015	+
chr12	34114476	34134425	+
chr12	35720276	35732739	-
chr12	35723512	35841098	+
chr12	36004467	36004855	+
chr12	36734925	36769091	-
chr12	36763541	36766665	+
chr12	36883736	36925876	+
chr12	37107519	37108803	-
chr12	39505378	39507364	+
chr12	40675334	40675701	-
chr12	40743583	40764568	-
chr12	40764115	40765261	+
chr12	40922764	40949800	-
chr12	40949072	40951931	+
chr12	41036710	41173515	-
chr12	41172589	41331908	+
chr12	41750702	41751007	+
chr12	45300490	45311117	-
chr12	45311247	45314372	+
chr12	45369316	45370729	-
chr12	45370173	45429536	+
chr12	52448570	52449184	-
chr12	52449236	52556662	+
chr12	52477974	52478402	-
chr12	52699099	52793214	-
chr12	52791996	52849935	+
chr12	52835596	52931271	-
chr12	52930269	52945735	+
chr12	52945483	52949053	-
chr12	52965762	53107503	-
chr12	52966285	52968100	+
chr12	53067644	53073004	+
chr12	53107535	53107989	+
chr12	53604148	53604653	-
chr12	53604887	53682945	+
chr12	53703981	53705523	-
chr12	53704145	53706321	+
chr12	53951418	53951921	-
chr12	55236129	55236535	+
chr12	55303195	55304826	-
chr12	55506319	55506864	+
chr12	55672768	55678442	-
chr12	55678001	55678595	+
chr12	55734350	55797510	-
chr12	55738253	55742154	+
chr12	55756503	55757850	+
chr12	55796353	55801129	+
chr12	55845218	55896720	-
chr12	55896733	55897391	+
chr12	55935860	55963856	-
chr12	55936097	55936362	+
chr12	55963079	55964520	+
chr12	55989617	56100501	-
chr12	56086040	56100498	+
chr12	56120320	56120803	-
chr12	56120530	56120952	+
chr12	56143134	56181456	-
chr12	56348540	56384400	+
chr12	56380596	56404009	-
chr12	56496963	56499724	-
chr12	56499808	56526515	+
chr12	56585947	56593620	-
chr12	56593356	56594306	+
chr12	56701752	56922168	-
chr12	56921341	56921629	+
chr12	56935596	56937742	-
chr12	56937310	56976287	+
chr12	57418979	57446863	-
chr12	58330175	58331365	-
chr12	58331425	58389574	+
chr12	60056647	60114342	-
chr12	60113164	60130321	+
chr12	60132813	60167791	-
chr12	60141356	60141710	+
chr12	60162421	60179514	+
chr12	60231168	60233695	-
chr12	60231357	60305065	+
chr12	60293413	60320754	-
chr12	60317397	60322829	+
chr12	66033742	66066522	-
chr12	66066759	66237143	+
chr12	66136817	66137270	-
chr12	66162380	66176477	-
chr12	66273636	66274430	+
chr12	70224042	70224430	+
chr12	70231417	70231674	-
chr12	70255359	70269521	-
chr12	70260253	70260907	+
chr12	70281670	70329406	-
chr12	70284778	70315014	+
chr12	70340310	70342980	-
chr12	70397176	70398257	-
chr12	70397634	70417744	+
chr12	70409257	70475478	-
chr12	70458175	70485564	+
chr12	70523932	70524788	+
chr12	70538310	70564192	+
chr12	70547068	70563254	-
chr12	70586232	70587201	-
chr12	70587241	70605764	+
chr12	70600834	70617724	-
chr12	70638011	70640360	-
chr12	70638274	70640910	+
chr12	70672391	70784695	-
chr12	70782258	70785133	+
chr12	70825951	70849774	+
chr12	70900455	70994153	-
chr12	71051566	71088097	-
chr12	71081976	71088965	+
chr12	71106157	71213973	-
chr12	71211958	71214684	+
chr12	71282120	71328656	-
chr12	71328767	71331747	+
chr12	71553410	71554015	-
chr12	71554088	71578286	+
chr12	71925502	71926219	-
chr12	72037920	72038780	-
chr12	72038881	72105039	+
chr12	72067275	72075534	-
chr12	72088439	72119065	-
chr12	72116060	72208309	+
chr12	72141086	72141535	-
chr12	72214907	72238030	-
chr12	72647497	72648012	-
chr12	72908480	72908814	+
chr12	72931267	72931853	-
chr12	72932060	73110872	+
chr12	73183536	73203881	+
chr12	73312744	73313337	-
chr12	73542723	73543169	-
chr12	73637348	73657548	+
chr12	73745015	73766223	-
chr12	73765841	73770358	+
chr12	73858272	73862791	-
chr12	73861435	73914348	+
chr12	74154977	74155225	+
chr12	74224701	74469264	+
chr12	74373776	74388758	-
chr12	74685048	74685714	-
chr12	74685771	74896403	+
chr12	74729945	74731649	-
chr12	75002400	75054052	+
chr12	75007835	75008753	-
chr12	75065144	75065425	-
chr12	75065499	75094357	+
chr12	76377154	76377530	-
chr12	76409024	76478385	+
chr12	76543980	76697262	-
chr12	76696435	76699311	+
chr12	76731992	76770525	-
chr12	76770808	76788694	+
chr12	76811006	76836694	-
chr12	77355259	77356148	-
chr12	77433298	77471993	-
chr12	77470470	77507923	+
chr12	77502340	77504996	-
chr12	77629027	77691277	+
chr12	77716078	77716339	+
chr12	77865466	77866752	-
chr12	77866496	77886564	+
chr12	77938384	77938633	-
chr12	77938404	77947938	+
chr12	78016073	78063230	-
chr12	78160002	78162315	+
chr12	78160743	78161652	-
chr12	78330318	78339702	-
chr12	78339053	78585329	+
chr12	79311011	79328471	-
chr12	79326866	79560678	+
chr12	79356892	79357246	-
chr12	79571060	79791429	+
chr12	79849163	79850571	-
chr12	79849949	79945795	+
chr12	79916615	79969267	-
chr12	79961984	79993442	+
chr12	80058447	80092431	-
chr12	80081860	80082569	+
chr12	80173556	80190694	-
chr12	80242353	80292834	-
chr12	80273727	80274125	+
chr12	80328659	80399308	-
chr12	80397386	80399110	+
chr12	80420804	80422629	+
chr12	80850686	80851316	-
chr12	80898273	80898719	+
chr12	80938647	80942491	-
chr12	80938919	80940555	+
chr12	81114740	81115473	-
chr12	81206329	81236332	-
chr12	81214564	81237334	+
chr12	81259419	81361888	-
chr12	81330259	81331398	+
chr12	81358179	81362673	+
chr12	81419655	81537602	-
chr12	81535745	81539927	+
chr12	81563883	81564413	-
chr12	81564090	81611841	+
chr12	81729569	81745757	-
chr12	81745190	81793004	+
chr12	81891517	81988980	+
chr12	82038338	82046777	-
chr12	82039851	82069130	+
chr12	82445539	82633907	-
chr12	82584817	82586816	+
chr12	82664867	82695997	-
chr12	82696192	82696641	+
chr12	82815565	82825359	-
chr12	82882333	82883721	+
chr12	82946272	83103234	+
chr12	83071467	83072940	-
chr12	83174035	83174302	+
chr12	83270019	83271065	-
chr12	83270406	83558019	+
chr12	83326495	83326765	-
chr12	84846047	84846387	+
chr12	84864279	84973462	-
chr12	84938343	84938787	+
chr12	84973170	85085975	+
chr12	85028436	85029609	-
chr12	85127900	85268971	-
chr12	85175140	85175709	+
chr12	85263122	85269579	+
chr12	85288004	85291571	-
chr12	85290198	85299258	+
chr12	85328162	85329269	-
chr12	85328656	85336142	+
chr12	85483757	85560317	-
chr12	85615769	85626798	-
chr12	85616547	85717320	+
chr12	85653011	85658069	-
chr12	85730134	85730588	+
chr12	85750010	85762596	+
chr12	85771688	85791957	-
chr12	85792450	85883752	+
chr12	85939273	85958375	-
chr12	85955691	85958982	+
chr12	86083763	86201105	-
chr12	86089342	86103314	+
chr12	86114221	86125866	+
chr12	86249768	86311831	-
chr12	86311851	86326996	+
chr12	86337262	86479433	+
chr12	86560090	86561318	-
chr12	86560428	86568856	+
chr12	86575438	86748680	-
chr12	86680353	86683475	+
chr12	86713700	86739820	+
chr12	86785770	86786212	+
chr12	86796516	86797460	+
chr12	86808823	86839094	+
chr12	86812462	86814416	-
chr12	86827326	86838419	-
chr12	86934337	86940289	-
chr12	86939270	86987491	+
chr12	87027311	87028297	-
chr12	87027584	87053185	+
chr12	87038988	87046625	-
chr12	87145891	87165885	-
chr12	87423520	87452030	+
chr12	87582075	87583734	-
chr12	87582832	87645261	+
chr12	88140719	88142261	-
chr12	88160165	88183870	-
chr12	88165172	88178317	+
chr12	88219346	88238110	-
chr12	88224087	88264551	+
chr12	88284362	88296689	-
chr12	88287650	88328114	+
chr12	88488913	88514227	+
chr12	88573909	88607614	-
chr12	88601737	88620418	+
chr12	88642848	88734462	-
chr12	88748821	88813251	-
chr12	88784853	88796528	+
chr12	89598939	89722353	+
chr12	91957331	91977544	-
chr12	91976626	92000238	+
chr12	92276369	92472690	-
chr12	92422140	92423106	+
chr12	92622972	92623915	+
chr12	92787919	92830289	-
chr12	92826650	92832978	+
chr12	93041807	93087585	-
chr12	96930443	97032093	+
chr12	96932133	96933617	-
chr12	96984369	96987030	-
chr12	98160477	98161165	-
chr12	99433089	99506281	-
chr12	99488247	99521791	+
chr12	99613520	99613979	-
chr12	99865353	99866303	-
chr12	99972940	100083643	+
chr12	100158746	100160222	+
chr12	100424530	100801796	-
chr12	100629155	100632476	+
chr12	100865522	100866137	-
chr12	100883267	100885494	+
chr12	101121043	101122655	-
chr12	101121807	101320235	+
chr12	101180507	101180893	-
chr12	101202554	101205677	-
chr12	101348363	101366671	+
chr12	101359646	101406984	-
chr12	101422004	101440172	-
chr12	101422450	101426637	+
chr12	101437699	101452105	+
chr12	101458018	101458365	-
chr12	101533329	101767368	-
chr12	102014270	102017876	-
chr12	102016712	102133164	+
chr12	102104268	102126253	-
chr12	102266918	102321898	-
chr12	102321940	102329250	+
chr12	103067617	103214834	-
chr12	103130552	103131305	+
chr12	103150929	103152348	+
chr12	103195619	103199176	+
chr12	103214181	103254623	+
chr12	103520525	103635206	+
chr12	103520607	103521398	-
chr12	103592129	103694029	-
chr12	103675438	103695243	+
chr12	103707411	103741462	+
chr12	103801867	103996032	-
chr12	103884670	103891666	+
chr12	103928596	103929475	+
chr12	103981927	104019980	+
chr12	104012094	104116680	-
chr12	104116244	104117414	+
chr12	104638902	104681897	-
chr12	104664222	104682484	+
chr12	105305263	105305837	-
chr12	105922749	105990304	-
chr12	105990405	105991859	+
chr12	106157644	106248745	-
chr12	106264326	106270507	-
chr12	106839389	106923504	-
chr12	106922741	106947549	+
chr12	107022912	107098149	+
chr12	107023217	107024030	-
chr12	107248504	107333778	+
chr12	109339894	109417456	-
chr12	109407297	109447788	+
chr12	109853079	109877350	-
chr12	109868435	109933787	+
chr12	109975398	110032366	-
chr12	110003314	110005262	+
chr12	110030522	110086045	+
chr12	110089755	110132376	-
chr12	110783007	110787567	+
chr12	111675125	111916573	+
chr12	111684209	111685173	-
chr12	111696578	111724451	-
chr12	111736830	111741796	-
chr12	111823571	111840164	-
chr12	111923714	111945092	-
chr12	111971712	111976041	-
chr12	111976191	112061014	+
chr12	112078463	112128035	-
chr12	112079238	112215024	+
chr12	112214637	112217234	-
chr12	112229710	112230634	+
chr12	112229895	112230641	-
chr12	112255196	112255498	+
chr12	112273462	112277375	-
chr12	112275138	112373355	+
chr12	112309809	112310116	-
chr12	112405069	112509569	+
chr12	112525173	112625192	-
chr12	112615165	112625742	+
chr12	112664537	112697816	+
chr12	112665549	112696861	-
chr12	112763139	112776838	-
chr12	112776349	112798226	+
chr12	112812707	112932674	+
chr12	112904804	112929650	-
chr12	112943399	112951446	-
chr12	112951470	113076502	+
chr12	112996019	112998160	-
chr12	113197072	113205220	-
chr12	113204972	113205637	+
chr12	113817437	113898270	+
chr12	113856120	113871315	-
chr12	113882231	113931820	-
chr12	113911344	113933961	+
chr12	113998071	114109184	-
chr12	113998894	114009187	+
chr12	114031250	114037213	+
chr12	114053475	114079250	+
chr12	114173557	114269783	-
chr12	114214764	114220942	+
chr12	114239080	114241002	+
chr12	114252744	114318377	+
chr12	114336596	114394471	+
chr12	114384565	114394432	-
chr12	114644825	114667042	-
chr12	114868317	114869164	-
chr12	117285431	117285845	-
chr12	117285948	117306784	+
chr12	117329669	117379809	-
chr12	117380190	117381051	+
chr12	117517127	117519586	-
chr12	117518755	117632284	+
chr12	117643799	117706597	+
chr12	118682508	118683241	-
chr12	118718876	118719518	-
chr12	118755971	118757182	+
chr12	119070838	119134876	+
chr12	119467238	119540468	-
chr12	120499405	120502759	+
chr12	120722700	120722902	+
chr13	3298180	3298864	+
chr13	3535647	3538271	-
chr13	3537356	3571848	+
chr13	3558775	3610339	-
chr13	3610541	3611510	+
chr13	3636099	3636354	-
chr13	4190424	4195163	+
chr13	4585393	4614786	-
chr13	4661756	4662198	-
chr13	4770241	4770787	-
chr13	5713532	5714289	+
chr13	5800912	5804050	-
chr13	5801704	5804541	+
chr13	5835024	5845082	-
chr13	5836937	5845105	+
chr13	5859009	5874859	-
chr13	5860468	5952227	+
chr13	5886826	5888206	-
chr13	6240392	6240910	-
chr13	6547396	6585622	+
chr13	6576149	6648001	-
chr13	6646639	6648712	+
chr13	8794005	8870993	-
chr13	8869868	8871847	+
chr13	8884294	8885077	-
chr13	8884838	8894549	+
chr13	8964726	8995290	-
chr13	8995361	8995823	+
chr13	9092218	9093770	-
chr13	9093102	9190891	+
chr13	9276006	9428808	+
chr13	9676222	9764131	-
chr13	9763749	9765265	+
chr13	12267157	12352457	-
chr13	12487630	12535127	+
chr13	12516852	12567799	-
chr13	12552931	12577937	+
chr13	12658137	12708607	+
chr13	12686422	12743125	-
chr13	12897550	12899730	+
chr13	13436735	13485831	-
chr13	13602524	13632186	+
chr13	13643027	13651231	-
chr13	13666954	13877042	+
chr13	13681626	13684198	-
chr13	14042105	14046667	-
chr13	14046883	14106355	+
chr13	14076264	14155701	-
chr13	14131676	14142320	+
chr13	14156029	14307813	+
chr13	14698060	14705316	-
chr13	14705515	14743488	+
chr13	14722144	14722415	-
chr13	17773622	17901464	-
chr13	17786957	17848168	+
chr13	17897301	17898559	+
chr13	17967126	18036066	-
chr13	18035381	18041736	+
chr13	18067603	18085187	-
chr13	18067961	18068944	+
chr13	18085245	18085618	+
chr13	18123056	18123385	-
chr13	18809166	18967808	+
chr13	19441517	19487650	-
chr13	19487812	19488404	+
chr13	19509534	19510168	-
chr13	19946371	19947005	-
chr13	20182360	20703960	+
chr13	20183018	20184305	-
chr13	20840216	20840653	+
chr13	20885937	20954918	+
chr13	20974933	21122742	+
chr13	21252493	21272045	-
chr13	21253254	21289585	+
chr13	21314438	21314642	+
chr13	21325897	21334570	+
chr13	21346066	21356541	+
chr13	21359594	21360419	-
chr13	21367814	21371822	+
chr13	21418460	21418665	-
chr13	21454344	21454675	-
chr13	21454677	21468302	+
chr13	21473437	21500474	-
chr13	21531770	21545646	-
chr13	21558611	21560440	-
chr13	21584646	21622994	-
chr13	21598234	21598961	+
chr13	21623059	21623562	+
chr13	21802077	21815460	+
chr13	21805350	21813722	-
chr13	21826964	21828417	+
chr13	21828703	21845761	-
chr13	21845758	21849674	+
chr13	21869538	21879122	-
chr13	21939854	21947274	-
chr13	21973617	21974859	-
chr13	21988616	21988910	-
chr13	21998973	22019919	+
chr13	22006400	22032874	-
chr13	22053197	22067255	+
chr13	22085861	22093883	-
chr13	22098064	22143339	+
chr13	22107544	22143575	-
chr13	23442079	23461097	-
chr13	23461161	23462408	+
chr13	23492622	23493020	-
chr13	23504745	23538751	-
chr13	23515850	23528294	+
chr13	23542477	23542797	+
chr13	23555391	23559081	+
chr13	23592384	23595929	-
chr13	23609038	23678695	+
chr13	23618188	23677919	-
chr13	23695577	23714428	-
chr13	23713168	23714871	+
chr13	23774179	23777548	-
chr13	23775777	23791056	+
chr13	23788470	23809927	-
chr13	23802502	23803020	+
chr13	23829869	23855403	-
chr13	23830671	23856878	+
chr13	24840335	24853800	-
chr13	24882385	24894382	-
chr13	24883478	24911732	+
chr13	24909351	24923816	-
chr13	24923526	24938011	+
chr13	25072115	25112210	-
chr13	25111485	25113032	+
chr13	28708806	28709690	+
chr13	28934711	28935276	-
chr13	29039027	29050543	-
chr13	29413490	29871039	-
chr13	29755773	29756057	+
chr13	29881283	29947532	-
chr13	29990845	30077890	-
chr13	30076451	30082123	+
chr13	30605571	30637209	-
chr13	30637279	30637877	+
chr13	30750652	30752208	-
chr13	30751784	30808896	+
chr13	30874489	31065966	-
chr13	31064218	31066644	+
chr13	31076437	31078251	-
chr13	31404644	31405770	+
chr13	31404714	31405281	-
chr13	32313211	32314139	-
chr13	32430678	32436956	+
chr13	32637086	32637396	-
chr13	32893534	32894471	-
chr13	32893888	32921483	+
chr13	33096108	33096570	-
chr13	33096438	33098552	+
chr13	33108625	33110352	+
chr13	33993730	34099169	-
chr13	34023687	34045932	+
chr13	34056283	34181500	+
chr13	34129688	34143982	-
chr13	34162201	34181031	-
chr13	34252314	34255116	-
chr13	34254829	34280140	+
chr13	34965298	34967338	-
chr13	34966390	35002731	+
chr13	35067965	35089553	-
chr13	35832216	35834163	-
chr13	35832813	35970017	+
chr13	35985100	35998202	-
chr13	36065316	36209429	-
chr13	36209674	36641169	+
chr13	37429672	37515468	+
chr13	37437290	37439893	-
chr13	37526151	37527008	+
chr13	37544182	37554104	-
chr13	37629481	37629824	+
chr13	37672431	37672892	-
chr13	37672940	37701016	+
chr13	37711939	37712358	-
chr13	37712013	37712815	+
chr13	37748947	37752129	-
chr13	37769651	37770769	-
chr13	37770475	37771445	+
chr13	37810373	37811158	+
chr13	37843611	38058025	+
chr13	37868592	37871746	-
chr13	37913814	37925438	-
chr13	38049969	38086043	-
chr13	38086139	38086577	+
chr13	38119880	38129020	-
chr13	38120038	38172001	+
chr13	38296794	38325760	+
chr13	38589422	38620342	-
chr13	38619943	38624605	+
chr13	38682452	38750912	-
chr13	38726261	38727270	+
chr13	38750448	38751532	+
chr13	39013950	39052745	-
chr13	39050244	39058947	+
chr13	40817814	40818242	-
chr13	40818491	40819399	+
chr13	41080301	41096517	-
chr13	41096379	41123598	+
chr13	41169458	41169906	+
chr13	41192980	41193212	-
chr13	41325431	41325726	-
chr13	41343322	41345467	-
chr13	41345165	41374608	+
chr13	41401983	41582723	-
chr13	41561752	41562344	+
chr13	41647490	41648838	+
chr13	41665137	41701800	-
chr13	41679081	41679561	+
chr13	41695847	41754950	+
chr13	42145002	42284422	+
chr13	42146344	42146936	-
chr13	42341105	42341552	-
chr13	42353494	42353934	-
chr13	43281939	43399551	-
chr13	43460829	43504183	+
chr13	43477660	43577398	-
chr13	43574294	43580140	+
chr13	43619435	43656625	-
chr13	43620080	43620973	+
chr13	43650373	43656960	+
chr13	43879757	43885947	-
chr13	43880524	43905148	+
chr13	44059900	44060292	-
chr13	44060539	44061251	+
chr13	44387496	44388129	-
chr13	44400590	44401681	-
chr13	44400822	44402432	+
chr13	44499355	44499704	-
chr13	44514288	44515204	+
chr13	44514448	44515345	-
chr13	44564580	44564858	+
chr13	44627399	44630846	-
chr13	44628234	44634225	+
chr13	44817198	44828912	-
chr13	44826627	45035740	+
chr13	44987056	45101397	-
chr13	45096433	45101990	+
chr13	45126620	45127641	+
chr13	45181402	45181721	-
chr13	45195336	45235336	+
chr13	45203549	45204287	-
chr13	45485106	45510394	+
chr13	45631593	46060766	-
chr13	46059056	46063834	+
chr13	46138492	46138857	+
chr13	46138780	46139067	-
chr13	46764031	47025916	-
chr13	46764843	46777095	+
chr13	46822677	46832662	+
chr13	47022381	47028001	+
chr13	47138853	47188055	+
chr13	47176052	47201568	-
chr13	47200653	47204110	+
chr13	47285593	47347924	+
chr13	47288628	47291190	-
chr13	48575162	48608845	-
chr13	48623100	48648297	-
chr13	48661839	48662077	+
chr13	48894278	49064139	-
chr13	48965214	48974476	+
chr13	49058352	49073563	+
chr13	49243804	49404616	-
chr13	49278087	49296721	+
chr13	49309162	49312144	+
chr13	49436933	49503397	+
chr13	49514366	49516475	-
chr13	49516212	49572698	+
chr13	49707929	49708236	+
chr13	49748519	49834648	+
chr13	49767678	49777412	-
chr13	50513234	50535496	+
chr13	51166828	51167650	+
chr13	51167151	51167569	-
chr13	51179896	51196133	-
chr13	51194977	51257486	+
chr13	51496038	51496745	-
chr13	51496363	51497013	+
chr13	51740658	51789240	+
chr13	51777091	51887038	-
chr13	51828076	51840019	+
chr13	51852169	51852394	+
chr13	51928392	51944331	-
chr13	51929609	51948965	+
chr13	51966365	51966590	-
chr13	52003781	52004413	+
chr13	52041283	52041663	-
chr13	52041749	52042608	+
chr13	52156898	52157270	-
chr13	52329595	52337725	+
chr13	52645904	52680617	-
chr13	52660642	52748862	+
chr13	52916928	53025015	-
chr13	53057620	53076434	-
chr13	53076586	53077546	+
chr13	53423454	53472780	-
chr13	53472811	53473237	+
chr13	54167350	54206281	+
chr13	54304925	54305430	+
chr13	54551439	54577166	-
chr13	54605108	54656760	+
chr13	54648021	54723005	-
chr13	54666776	54773126	+
chr13	54776401	54795422	-
chr13	54783357	54797030	+
chr13	54890803	54898965	+
chr13	55095682	55206528	-
chr13	55118145	55124911	+
chr13	55201673	55242854	+
chr13	55279011	55314496	-
chr13	55283871	55292341	+
chr13	55303492	55431296	+
chr13	55408741	55423338	-
chr13	55443009	55464160	-
chr13	55462801	55490362	+
chr13	55530077	55530813	-
chr13	55530916	55531207	+
chr13	55543131	55546306	-
chr13	55545850	55574504	+
chr13	55596380	55672245	-
chr13	55629327	55630138	+
chr13	55672528	55675912	+
chr13	55694147	55702145	-
chr13	55694502	55895505	+
chr13	55723005	55724321	-
chr13	55793809	55794445	-
chr13	55815440	55815930	-
chr13	55828570	55829361	-
chr13	56168016	56236886	-
chr13	56236888	56238898	+
chr13	56269283	56285823	-
chr13	56275213	56296206	+
chr13	56803829	56804716	-
chr13	56804360	56852162	+
chr13	58214647	58231048	-
chr13	58230024	58231639	+
chr13	58258808	58316941	-
chr13	58258989	58281280	+
chr13	58316192	58319159	+
chr13	58480029	58505310	-
chr13	58503211	58518786	+
chr13	58559919	58560164	-
chr13	58582818	58583577	+
chr13	59101240	59101514	+
chr13	59541513	59663896	-
chr13	59657920	59665610	+
chr13	59685735	59686473	-
chr13	59686760	59738856	+
chr13	59732055	59777150	-
chr13	59853989	59924482	-
chr13	59871306	59877181	+
chr13	59924098	59925698	+
chr13	60273619	60278726	-
chr13	60703306	60871347	+
chr13	60773404	60774537	-
chr13	62536218	62568420	-
chr13	62568269	62568589	+
chr13	62766909	62796801	-
chr13	62786392	62786761	+
chr13	63066236	63257899	+
chr13	63209629	63214129	-
chr13	63267896	63426256	+
chr13	63522744	63534481	+
chr13	63911469	63916879	-
chr13	63916617	64001881	+
chr13	64196588	64263005	-
chr13	64229820	64231433	+
chr13	64253827	64291416	+
chr13	64287670	64356011	-
chr13	64349939	64377008	+
chr13	64367155	64414017	-
chr13	64414144	64414361	+
chr13	64460192	64484169	-
chr13	64471751	64474111	+
chr13	64484492	64545758	+
chr13	65156659	65223597	-
chr13	65213578	65214788	+
chr13	65339005	65380618	-
chr13	65342201	65357195	+
chr13	65380103	65408789	+
chr13	66998396	67033988	-
chr13	67005844	67007988	+
chr13	67028146	67133264	+
chr13	67134275	67209525	-
chr13	67228807	67229606	-
chr13	67229157	67252383	+
chr13	67273315	67274016	-
chr13	67274062	67315372	+
chr13	67341253	67370080	-
chr13	67370002	67370465	+
chr13	67390102	67500736	-
chr13	67407446	67407975	+
chr13	67475482	67477115	+
chr13	67500774	67505364	+
chr13	67537744	67654091	-
chr13	67552162	67553052	+
chr13	67584783	67585824	+
chr13	67601514	67601975	+
chr13	67627192	67627835	+
chr13	67687240	67738690	-
chr13	67710160	67710842	+
chr13	67738238	67739196	+
chr13	67752482	67784470	-
chr13	67784568	67784892	+
chr13	67800596	67830141	-
chr13	67845837	67856123	-
chr13	67854399	67857269	+
chr13	67879801	67881108	-
chr13	68698345	68721012	-
chr13	68721071	68733708	+
chr13	69629040	69674252	-
chr13	69673710	69686821	+
chr13	69750895	69784662	+
chr13	69948300	69948665	-
chr13	69948731	69958145	+
chr13	70712904	70776696	-
chr13	70777135	70777372	+
chr13	73452919	73468407	-
chr13	73466021	73475128	+
chr13	73570901	73571676	-
chr13	73571184	73572145	+
chr13	73604667	73656152	+
chr13	73626189	73627459	-
chr13	73735978	73742141	-
chr13	73737925	73762717	+
chr13	73901116	73958803	+
chr13	73940800	73941451	-
chr13	74075253	74100811	+
chr13	74156701	74157262	-
chr13	74304188	74346165	-
chr13	74345932	74347088	+
chr13	74396802	74398178	-
chr13	74396874	74398634	+
chr13	74438164	74531444	-
chr13	74487418	74509202	+
chr13	74570815	74600810	-
chr13	74600228	74601203	+
chr13	74610884	74632094	-
chr13	74631495	74632237	+
chr13	74660018	74660664	+
chr13	74684501	74701934	-
chr13	74701409	74702048	+
chr13	74738786	74755312	-
chr13	74754858	74755392	+
chr13	74775196	74777850	-
chr13	74776564	74838094	+
chr13	74827800	74946329	-
chr13	74945462	74946563	+
chr13	75782310	75782584	+
chr13	75844958	75934856	+
chr13	75976856	75977275	-
chr13	76130123	76156109	-
chr13	76155552	76158259	+
chr13	76195095	76236102	-
chr13	76235791	76340694	+
chr13	76718854	77181293	+
chr13	77576632	77579290	+
chr13	77847295	77847921	-
chr13	77847948	78309715	+
chr13	81021547	81025321	-
chr13	81022028	81038088	+
chr13	81796662	81816746	+
chr13	81850047	81898310	+
chr13	81915864	81922770	-
chr13	81922244	81946118	+
chr13	83088121	83088724	-
chr13	83088800	83089215	+
chr13	83657188	83815350	+
chr13	84357765	84361729	-
chr13	84361892	84454261	+
chr13	85328648	85429620	-
chr13	85328993	85388215	+
chr13	85428863	85430570	+
chr13	85646335	85646666	-
chr13	86004694	86004939	-
chr13	86177254	86186400	-
chr13	89491170	89525480	-
chr13	89878695	89881915	-
chr13	90009872	90229189	-
chr13	90224668	90261052	+
chr13	91062180	91363572	-
chr13	91062736	91069860	+
chr13	91363367	91364466	+
chr13	91509173	91511012	-
chr13	91510578	91511252	+
chr13	91599067	91600346	-
chr13	91931397	91947307	-
chr13	91946875	91950909	+
chr13	93210612	93301160	-
chr13	93254008	93254498	+
chr13	93300842	93310314	+
chr13	93380146	93380923	-
chr13	93614709	93630998	+
chr13	93904989	93962361	-
chr13	93961886	93963312	+
chr13	94000820	94001165	-
chr13	94012816	94013202	-
chr13	94064880	94073963	-
chr13	94070778	94185180	+
chr13	94192035	94269797	-
chr13	94269875	94270271	+
chr13	94541414	94542150	-
chr13	94541619	94543449	+
chr13	94671013	94671386	-
chr13	94911969	94992098	+
chr13	94913277	94945663	-
chr13	94960040	95055314	-
chr13	95065970	95066554	-
chr13	95125709	95129259	-
chr13	95128396	95359110	+
chr13	95558875	95617002	+
chr13	95746153	95746911	-
chr13	95746318	95813924	+
chr13	96094770	96095824	-
chr13	96095200	96116294	+
chr13	96116227	96153703	-
chr13	96145339	96152776	+
chr13	96372944	96373627	-
chr13	96392890	96662512	-
chr13	97157309	97158090	-
chr13	97158252	97195105	+
chr13	97245035	97314238	-
chr13	97312687	97426676	+
chr13	97410763	97442497	-
chr13	97441063	97442452	+
chr13	97458578	97458964	-
chr13	97896150	97907877	-
chr13	97907930	97975776	+
chr13	97935114	97978242	-
chr13	98009879	98010898	-
chr13	98010359	98025527	+
chr13	98308045	98388182	+
chr13	98315456	98329764	-
chr13	98628032	98629510	+
chr13	99014720	99032973	-
chr13	99033055	99047494	+
chr13	99075284	99086949	-
chr13	99086987	99089886	+
chr13	99478524	99589222	-
chr13	99584172	99589452	+
chr13	99600228	99701841	-
chr13	99695673	99697113	+
chr13	99714708	99716893	+
chr13	99727534	99727854	-
chr13	99764095	99799266	+
chr13	100057469	100058111	+
chr13	100085792	100114654	-
chr13	100114734	100203741	+
chr13	100713752	100877959	-
chr13	100894148	101087705	-
chr13	100894776	100910387	+
chr13	100971978	100972270	+
chr13	101173235	101173513	+
chr13	101207323	101262545	-
chr13	101348987	101421023	-
chr13	101421304	101469360	+
chr13	101462022	101514581	-
